review_id,review,sentiment,language,review_length,source
R1053,"It has been widely agreed that Hayao Miyazaki is a master at his craft when it comes to combining rich animation with thoughtful story lines and similarly imaginative characters. His movies, from NAUSICAA, TOTORO, KIKI, LAPUTA, and MONONOKE to the recent HOWL'S MOVING CASTLE are all not only gorgeously rendered in terms of art, but in terms of movie-making as well. Can this man do no wrong? Not really, but it is impossible to expect everyone of his movies to always be five star marvels. His newest film, PONYO, an unashamedly family-friendly tale of a ""goldfish out of water"", is as lushly animated and alive with interesting characters as you would expect... and yet this is the first film of his which treads into ""lesser"" territory. Don't get me wrong, PONYO is not a bad movie by any means. As mentioned, it is a sight for the eyes and is as charming and adorable as TOTORO and KIKI. The problem is that the story doesn't stay afloat to satisfy anyone eager for another engrossing, in-depth plot.For its opening hour, PONYO is Miyazaki storytelling at its finest, in which a rowdy and overeager young goldfish (who later becomes named Ponyo) makes a forbidden trip to the human world where she is subsequently adopted by a boy her own age named Sosuke (modeled, interestingly, after the director's own son). This does not please Ponyo's father, a mysterious wizard named Fujimoto, who is very angry at the humans for their destruction of the sea (this environmentalist theme is not much different from Miyazaki's other films)... a problem he very much intends to rectify by creating jellyfish from the prow of his submarine. He separates the pair and tries to talk Ponyo into staying underwater with him. The goldfish, however, has already tasted both Sosuke's blood (healing a cut on his finger) AND some of the human food (ham, which she becomes inexplicably addicted to), and of course steals into her father's forbidden potions, transforming into a hyperactive young girl (who is the spitting image of Mei from MY NEIGHBOR TOTORO). This triggers a dangerous tsunami which threatens to engulf the entire world with water. Conspiring with his wife, Gran Mamare, a diaphanous sea goddess who alternatingly shifts from super-sized titan to human-size form, Fujimoto decides to test the two youngsters' love for each other. They do this by elevating the sea to the level of Sosuke's house, prompting the youngsters to set out across their now ocean-infested world in an over-sized toy-boat (made possible by Ponyo's own magical powers).It is at this point where PONYO begins to run out of steam. Although Ponyo and Sosuke are adorable and the scenes involving them are funny and cute, they slow down the film. Where the film really takes on water, unfortunately, is at the climax in which Sosuke must prove his love to Ponyo, presented in a way which is strangely anticlimactic and rushed, bringing an otherwise charming tale to an abrupt halt. This will likely underwhelm viewers expecting another instant masterpiece from the man who has delivered far more interesting finales for many of his other movies. Remember the destruction of Laputa? Satsuki's search for little Mei? Kiki's rescue of Tombo? Porco Rosso's fight with Curtis? The rescue of the Forest Spirit's head? Or even the test between Chihiro and Yubaba? All those resolutions were far more satisfying and felt more complete than this one.On a technical level, PONYO cannot be faulted. The animation is absolutely gorgeous to look at, produced entirely without a single shot of computer-generated-imagery, and naturally Joe Hisaishi provides us with yet another breathtaking musical score; the best moments being the rousing sequences underwater, accompanied by a chorus and a soprano voice. And the backgrounds are lovingly painted and detailed as any other Ghibli movies.Having proved themselves worthy on translating and dubbing Ghibli's previous movies into English with top-quality results, Disney Studios and Pixar once again provide an English dub complete with a mostly capable cast of actors. Frankie Jonas is surprisingly good as Sosuke, sounding very natural and believable throughout. Noah Cyrus as Ponyo, on the other hand, sometimes goes overboard in shouting her lines before eventually settling down toward the end. Leads aside, the rest of the cast includes Liam Neeson as the overprotective Fujimoto (who manages himself unsurprisingly well in the character), Cate Blanchett as Gran Mamare (in an omnipresent tone which is not much different from her Galadriel in LORD OF THE RINGS), Matt Damon as Sosuke's constantly seafaring father Koichi (who is good but nothing to write home about), and Tina Fey as Lisa. Of them, Fey is the best voice in the entire cast, imbuing the character with just the right amount of spirit and personality. Her scenes with Sosuke show real chemistry. On the other hand, Cloris Leachman, who was spectacular as Dola in CASTLE IN THE SKY, is disappointingly wasted as one of three handicapped elderly women (she barely has ANY lines!), who are also voiced by Betty White and Lily Tomlin. Of them, only Tomlin's character, a cantankerous woman named Toki, shows any real personality, but if I were casting the movie, I'd switch Tomlin with Leachman. Probably the only really jarring drawback of the dub is a blasty techno-remix of the film's catchy (but ridiculously repetitive) title song, which thankfully doesn't occur until midway through the closing credits.On the whole, PONYO is a good film; a fine piece of animated work which is perfect for youngsters and family audiences. Due to the loss of momentum toward the end, though, it falls far short of classic status. Since Miyazaki at his least is still better than a majority of other animated films, though, I'll be generous and give PONYO a full star recommendation, because any feature of his is still very much worth watching, particularly on the big screen. (Be sure to catch it in the theaters while you can.)",positive,en,989,IMDB
R1054,"Había un genio jugado por Shaq, su nombre era Kazaam, y él estaba golpeando sus rimas en Corny, estas líneas eran malas un chico estúpido cryin sobre su estúpido papá, mala actina, mala fundición, malos efectos especiales, ¿cuál es lo siguiente?Esta película chupa prolly no hizo 20 dólares que vive en un boombox, ni una lámpara duele como un calambre como un sello de alimentos mojados ... Sí, lo entiendes, un genio de rima estúpido que no puede actuar, en una película estúpida.Con horribles efectos especiales.Ah, y es confuso como el infierno.Ni siquiera voy a seguir.Digamos que, pertenece a la categoría ""Es tan mala, graciosa"".Míralo una vez con tus amigos y me reí.Pero no esperes nada espectacular.",negative,es,117,IMDB
R1055,"No podía soportar ver mucho de esta mierda.Esta es su basura estándar de que ciertas mujeres molestas aman, el viejo drama de la época inglesa con muchos trajes y personajes de cliché que parecen estar arrancados a partir de Oliver Twist o de alguna otra novela de Dickens.Esto utiliza los clichés habituales de la era victoriana.Cierta gente idiota realmente piensa que toda la tortura emocional de esa cultura que es tan sangrienta reprimida es de alguna manera fascinante y romántica.Esta es savia, basura pura y prolongada y aburrida a medida que viendo la hierba crece.Como tal, es perfecto para las mujeres que anhelan algún tipo de drama romántico de Snoozer del campo inglés en un entorno victoriano, pero para este hombre, esta película no es más que la tortura y el castigo cruel e inusual para ver un montón de escenas aburridas con personajes unificados que hablan en esoMissísimo acento inglés forzado y falso.",negative,es,154,IMDB
R1056,"Tenía grandes esperanzas cuando entré en el teatro, habiendo visto el trailer, fui tan exagerado como la próxima persona para ver a un gran talento participar en la fabricación de una historia con una hermosa premisa. Sin embargo, es decepcionante ver que este talento puso residuos.Por la pobre composición de las canciones, las palabras son gruesas y cursi, probablemente porque estaba compuesta con un tema más occidental.No le resultaría difícil imaginar las mismas melodías con letras francesas o inglesas.En Mandarin, simplemente suenan extraños. Los artículos musicales también se cortaron mal, demasiado rápido para ser agradables, y las tomas de los actores que parecen angustiados duraron demasiado tiempo. Los efectos especiales son la próxima decepción.Basta con decir que es altamente obvio cuando los efectos especiales comienzan y se detienen. No es Moulin Rouge, y tampoco está de humor, inspuya el tema ocasional (y muy similar) de Waltz lento.En total, y hora demasiado tiempo para contar una historia simple.",negative,es,157,IMDB
R1057,"Kirsten Dunst está terriblemente sobrevalorado como actriz.Puedes decir siempre que ella solo está ""actuando"".Aunque me gusta Izzard.La parcela es terriblemente aburrida.El espectador no tiene conexiones reales con los personajes, sin saber a quién simpatizar realmente, o incluso cuidar.Película lenta y aburrida, con algunas risas, pero pocas y no muy divertidas de todos modos.La parcela no está involucrada o suspensiva en lo más mínima.Puedes ver cada giro de la parcela que viene a una milla de distancia.¿Qué se supone que esta película es?¿Comedia?¿Drama?¿A quién le importa?No lo hará al final de esta película.",negative,es,92,IMDB
R1058,"Esta película fue otra pérdida de tiempo ... ¿por qué oh, por qué sigo alquilando la mierda como esta? ... Alguien por favor dime ... * suspiro * Oh bien.Volver a la película A Mano: CUBE Zero probablemente valga la pena si realmente disfrutó realmente la primera película, (como lo hice), y solo quiero ver qué pasa en la última película (con suerte) que se rasparon solo para mantener a algunos pobres.Actores y guionistas empleados, entonces, por supuesto, esta es la película para usted.Pero si está buscando una buena película con buena actuación y una parcela fantástica ... * Evil Grin * Luego, esta película es definitivamente para usted :-d .... ok, estoy mintiendo ... en el mejor de los casos, esta película chupa.Ok, tengo que admitir que ciertos elementos a él era genial ... bueno ... fresco ... y me reí por un par de veces, prolly en las cosas equivocadas, pero sin embargo me divertí.:-) Pero en todas las pocas cosas que apenas hace que la categoría ""OK"" no sea suficiente para que esta película valga la pena. A menos que cuente ""Manos - Mano del destino"" ¡Una de las diez mejores películas de la historia!",negative,es,198,IMDB
R1059,"Pola X es una hermosa adaptación de 'Pierre; o, las ambigüedades '. Los comentarios aquí sorprendenme, me hace preguntarme qué ha llevado a la reacción abrumadoramente negativa. El valor de choque es la cosa menos atractiva de esta película, un detalle menor que se ha extendido de proporción. La historia es de la caída de Pierre, y la posterior destrucción de quienes lo rodean, lo que se demuestra abiertamente en sus rasgos, el comportamiento y la idiolecta. El diálogo y la banda sonora establecen esta película de cualquier otra que haya visto, y convertir una historia fundamentalmente tradicional con tuercas controvertidas en una epopeya inolvidable emocional. No puedo enfatizar lo suficiente la importancia de no tener en cuenta todo lo que ha escuchado sobre esta película y observar, Como lo hice, con una mente abierta. Lo harás, espero, ser recompensado de la misma manera que yo estaba. Me sentí al borde y nervioso por alrededor de la marca de media hora, sin embargo, la película está lejos de ser aterradora en ningún sentido tradicional. Te dejará con 1,000 pensamientos, cada uno de ellos a la vez problemático y emocionante. Sé que estoy brotando aquí, pero siento la necesidad de compensar la percepción negativa de esta película. Es lo mejor que he visto todo el año.",positive,es,215,IMDB
R1060,"I thought that ROTJ was clearly the best out of the three Star Wars movies. I find it surprising that ROTJ is considered the weakest installment in the Trilogy by many who have voted. To me it seemed like ROTJ was the best because it had the most profound plot, the most suspense, surprises, most emotional,(especially the ending) and definitely the most episodic movie. I personally like the Empire Strikes Back a lot also but I think it is slightly less good than than ROTJ since it was slower-moving, was not as episodic, and I just did not feel as much suspense or emotion as I did with the third movie.It also seems like to me that after reading these surprising reviews that the reasons people cited for ROTJ being an inferior film to the other two are just plain ludicrous and are insignificant reasons compared to the sheer excellence of the film as a whole. I have heard many strange reasons such as: a) Because Yoda died b) Because Bobba Fett died c) Because small Ewoks defeated a band of stormtroopers d) Because Darth Vader was revealedI would like to debunk each of these reasons because I believe that they miss the point completely. First off, WHO CARES if Bobba Fett died??? If George Lucas wanted him to die then he wanted him to die. Don't get me wrong I am fan of Bobba Fett but he made a few cameo appearances and it was not Lucas' intention to make him a central character in the films that Star Wars fans made him out to be. His name was not even mentioned anywhere in the movie... You had to go to the credits to find out Bobba Fett's name!!! Judging ROTJ because a minor character died is a bit much I think... Secondly, many fans did not like Yoda dying. Sure, it was a momentous period in the movie. I was not happy to see him die either but it makes the movie more realistic. All the good guys can't stay alive in a realistic movie, you know. Otherwise if ALL the good guys lived and ALL the bad guys died this movie would have been tantamount to a cheesy Saturday morning cartoon. Another aspect to this point about people not liking Yoda's death.. Well, nobody complained when Darth Vader struck down Obi Wan Kenobi in A New Hope. (Many consider A New Hope to be the best of the Trilogy) Why was Obi Wan's death okay but Yoda's not... hmmmmmmmmmmmm.... Another reason I just can not believe was even stated was because people found cute Ewoks overpowering stormtroopers to be impossible. That is utterly ridiculous!! I can not believe this one!! First off, the Ewoks are in their native planet Endor so they are cognizant of their home terrain since they live there. If you watch the movie carefully many of the tactics the Ewoks used in defeating the stormtroopers was through excellent use of their home field advantage. (Since you lived in the forest all your life I hope you would have learned to use it to your advantage) They had swinging vines, ropes, logs set up to trip those walkers, and other traps. The stormtroopers were highly disadvantaged because they were outnumbered and not aware of the advantages of the forest. The only thing they had was their blasters. To add, it was not like the Ewoks were battling the stormtroopers themselves, they were heavily assisted by the band of rebels in that conquest. I thought that if the stormtroopers were to have defeated a combination of the Star Wars heros, the band of rebels, as well as the huge clan of Ewoks with great familiarity of their home terrain, that would have been a great upset. Lastly, if this scene was still unbelievable to you.. How about in Empire Strikes Back or in A New Hope where there were SEVERAL scenes of a group consisting of just Han Solo, Chewbacca, and the Princess, being shot at by like ten stormtroopers and all their blasters missed while the heros were in full view!! And not only that, the heroes , of course, always hit the Stormtroopers with their blasters. The troopers must have VERY, VERY bad aim then! At least in Empire Strikes Back, the Battle of Endor was much more believable since you had two armies pitted each other not 3 heroes against a legion of stormtroopers. Don't believe me? Check out the battle at Cloud City when our heroes were escaping Lando's base. Or when our heros were rescuing Princess Leia and being shot at (somehow they missed)as Han Solo and Luke were trying to exit the Death Star.The last reason that I care to discuss (others are just too plain ridiculous for me to spend my time here.) is that people did not like Darth Vader being revealed! Well, in many ways that was a major part of the plot in the movie. Luke was trying to find whether or not Darth Vader was his father, Annakin Skywalker. It would have been disappointing if the movie had ended without Luke getting to see his father's face because it made it complete. By Annakin's revelation it symbolized the transition Darth Vader underwent from being possessed by the dark side (in his helmet) and to the good person he was Annakin Skywalker (by removing the helmet). The point is that Annakin died converted to the light side again and that is what the meaning of the helmet removal scene was about. In fact, that's is what I would have done in that scene too if I were Luke's father...Isn't that what you would have done if you wanted to see your son with your own eyes before you died and not in a mechanized helmet?On another note, I think a subconscious or conscious expectation among most people is that the sequel MUST be worse (even if it is better) that preceding movies is another reason that ROTJ does not get as many accolades as it deserves. I never go into a film with that deception in mind, I always try to go into a film with the attitude that ""Well, it might be better or worse that the original .. But I can not know for sure.. Let's see."" That way I go with an open mind and do not dupe myself into thinking that a clearly superior film is not as good as it really was.I am not sure who criticizes these movies but, I have asked many college students and adults about which is their favorite Star Wars movie and they all tell me (except for one person that said that A New Hope was their favorite) that it is ROTJ. I believe that the results on these polls are appalling and quite misleading.Bottom line, the Return of the Jedi was the best of the Trilogy. This movie was the only one of the three that kept me riveted all throughout its 135 minutes. There was not a moment of boredom because each scene was either suspenseful, exciting, surprising, or all of the above. For example, the emotional light saber battle between Luke and his father in ROTJ was better than the one in the Empire Strikes Back any day!!!Finally, I hope people go see the Phantom Menace with an open mind because if fans start looking for nitpicky, insignificant details (or see it as ""just another sequel"") to trash the movie such as ""This movie stinks because Luke is not in it!"" then this meritorious film will become another spectacular movie that will be the subject of derision like ROTJ suffered unfortunately.",positive,en,1280,IMDB
R1061,"ADVERTENCIA: Aconseje a cualquiera que no haya visto la película aún que no haya leído este comentario. Si planea ver esta película, ¡no!Te advierto ... esta película es terriblemente aburrida y básicamente horrible, no en la película de horror, para ver.Me confundí esta película de Piranha para otra película de Piranha y, cuando me había dado cuenta, cometí un error, decidí ver este de todos modos.Ojalá no lo hubiera tenido.Esta película es tan horrible y tan intolerable en todas las piezas de material que no podía dejar de dejar que nadie diga que esta película fue a medio camino decente.Por un lado, esta película debe llamarse una charla aburrida sobre Wilderness en lugar de Piranha.¡Solo muestran Piranhas una vez!Al mismo tiempo, la forma en que suena esta película tan mal escuchada, tengo sueño solo 20 minutos en la cosa.Al final, mi boca estaba cuesta bien abierta y me quedé mirando con tristeza en la pantalla de TV en blanco.Es una pieza de chatarra muy mal dirigida y mal filmada que tenía miedo de que me disfrazara el cerebro después de verlo ...",negative,es,182,IMDB
R1062,"For most people, RoboCop 3 is the film that really is the big disgrace for the Robo series It has few fans, and most people hate it for it's shameless commercial PG-13 approach Now, I'm not going to say that RoboCop 3 is any good Frankly, it pretty much sucks But as far as being a properly shot and executed film, it surpasses this piece of circuit chaos Yes, the truth of the matter is that RoboCop 2 is the worst of two bad and unnecessary sequels to a near-masterpiece So what if RoboCop 3 turns Robo into a cartoonish super hero in a ultra mainstream production for kids to enjoy - at least it's doing it openly I don't know where RoboCop 2 begins and ends, I don't know what or whom it's about, I don't understand what's going on in it, I don't understand which jokes are deliberate and which aren't, I will go insane if I try to understand the characters, I see nothing of any value in anything anybody is saying, I can't believe anybody looked at the shooting script and figured it would work and I can't believe that Irvin Kirshner saw the finished result and figured that he liked what he see He probably didn't by the way, neither Miller, nor Weller nor Allen did It's not hard to see whyNow, RoboCop 2 has it's fans, I know this Mostly they belong to this league of absolute anti-pretensions, dismissing anybody who expected any depth, or subject matter from the first film, as academic Roger Ebert Sith apprentices It's just a lot of fun, a good piece of action and great entertainment, the argument goes Yeah well, I guess if you just don't listen to what any of the characters are saying you could fool yourself that we might as well have Arnold in the suit instead of Weller Don't get me wrong, I like a good action film, with pure entertainment value as it's only - most satisfying - virtue But RoboCop 2, sir, ain't no such thingLook at the first couple of scenes This horrible actor makes Robo repeat that he's just a machine, and then goes into this operatic speech about how he could never be a man, where-after Murphy's wife (who's suing OCP for robot-stalkings) walks in out of the blue and have this sad little moment with him, and then is never heard of again! I surely would like to go in to this film scene by scene, because every one has these kind of absurdities in them It's like a twelve year old fan boy has done the screenplay, the characters act totally random and first say this, then say that OCP wants to stop crime with a new Robo, especially this drug called ""nuke"" but then it seems they really just want to become this big capitalist empire and control the entire city  politics are abandoned I guess, understandable given the comic relief mayor, The villain (played by Tom Noonan, who did a better version of this in Last Action Hero and that's saying a lot) is an addict, but is still used for this machine The woman behind it all has an agenda which is impossible to understandSpeaking of twelve year olds, this film has the infamous role of ""Hub"", this mad kid who swears and kills people, played by a child actor I'm not going to be all moral about it, it's a free world and if you want a psycho kid in your action movie, go for it I don't know how much of Frank Miller's original vision was put into this, but the credits at least acknowledge him as conceiver of the ""story"" And, if I zoom out, I could see this as being quite a cool character It's grim for sure, to have a maniac killer kid but then again this is the world of RoboCop and who would be surprised? This whole business with the OCP trying to become this giant monopoly over everything, is properly dystopian and good as well Also, the idea of RoboCop getting in touch with his wife and kid, having them embedded into the story somehow - would also be great, and as far as I can see a natural and logical step if they now had to make a RoboCop sequelBut, of course, these are just ideas As many people have already said, the screenplay is 100% mess The kid has one scene (the torture scene) where it's hinted that he in fact is just a stereotype messed up kid, and then we have this unimaginable scene where he is dying and gets all soft and friendly towards ol' tin head Why doesn't he just take up his uzi and try to take him down with his last breath? Isn't that what his character would do? Does he give his life a little second thought there on his death bed? Not necessarily, given that his last words are ""it sucks"", so why? It really makes no sense, and this can be said about everybody, no everything, in this film IS there a strike in the police force? IS RoboCop machine or man? What's the deal with turning Robo into this community service machine for 10 minutes? I mean, sure, it's pretty funny I wouldn't deny that But why build it up, and then discard it? And why the hell is Allen so criminally underused? and what is it Weller has an obvious urge to express with his character and yeah, well, the threads are many and the mess is enormousThis review is just as messed up as the film The only reason I give an extra star up there is because of the actors from the first film, I'm sure they had good intentions with it I mean it's something somewhat stable, some kind of anchor in this sea of bad movie making",negative,es,988,IMDB
R1063,"Durante muchos y muchos años, Gaijin ha visitado Japón para aprender artes marciales, en lugar de adquirir cualquier conocimiento sobre él, se le han dicho a Gankjin que Nihonjin podría lograr el excelente desempeño requerido para mostrar algunas técnicas en un desempeño ""público"", como una película...this una película especial, hecha por Sho Kosugi, no solo muestra todas esas técnicas y habilidades, sino que también enseña muchas y muchas lecciones sobre cómo lograrlas, y se puede verificar que al ver a un Lucinda Dickey realizando una actuación fantástica e inolvidable.Habilidades en Ninjutsu ... Recomiendo encarecidamente ver a esta película más que tres veces, porque tres veces no es suficiente para buscar consejos y consejos que se les da tan fácilmente por Sho Kosugi a aquellos que realmente buscan el conocimiento en sí, la gnosis ...",positive,es,134,IMDB
R1064,"Du Rififi Chez Les Hommes/Rififi(1955) can on the surface be described as a French variation on John Huston's seminal heist film, Asphalt Jungle(1950) The difference between the two films is Rififi(1955) pays a little more attention in detail to the robbery sequence Also, the police aren't involved in the aftermath of the robbery in Rififi as much as in Asphalt Jungle In the end Rififi(1955) is in my opinion a slightly better film than Asphalt Jungle(1950) Remarkable Noir picture that defines 1950s French CinemaSpartacus(1960) may have been the one which broke down the infamous blacklist, but in my opinion Rififi(1955) was the film that began to break apart the unbreakable Hollywood blacklist First film in five years for Jules Dassin who was victimized by the McCarthy communist hunt of the late 40s to early 50s He got some sort of retribution when Rififi(1955) became a success around France and Europe Thus defying the poisonious Hollywood blacklist in a major way that probably inspired others to do the same Rififi(1955) is the most important film of Dassin's career because it not only restored his name, but also gave him a second chance at making filmsJules Dassin gave the filmworld and its ever growing audiences a masterpiece of influential proportions His handling of the material is exceptional and direction of the actors is flawless Builds up tense situations with precise craftsmanship Dassin came full circle in the Film Noir genre by directing his best and last Noir, Rififi(1955) Marked the end of Dassin's period in filmmaking when he was involved in doing Noir picturesRififi(1955) is the number one film in an arsenal of thirty plus films for director, Jules Dassin A masterpiece in acting, cinematography, directing, editing, and writing Not a film to leave your seat for one minute because there is always something memorable going on As brilliant as anything by Jean Pierre Melville who was a master of this type of film Masterpieces such as Rififi(1955) are relatively small compared to the probably billions of films made in motion picture historyThe one fascinating aspect of Rififi is the precise planning and careful execution of a robbery that takes up a bulk of the 118 minute duration The main characters plan and execute the jewel heist in the same way a film director prepares for the pre-productions, production, and post-production of a film Shows how difficult a Jewel heist like in Rififi(1955) is in committing and why very few would do something like it The fact that the scene hardly contains a mess up like in other heist films turns this scene into something even greater Close as one can get to having a perfect sequence in a motion pictureLack of unnatural sound in the landmark thrity minute heist sequence puts it in a realm of absolute realism Any dialogue or/and music would ruin any suspense and tension the director is trying to create The use of natural sound makes the heist sequence a rewarding film viewing experience Now Filmmakers and producers would use dialogue and music in a scene like this because of a lack of confidence of a mainstream filmgoer's patience Sustains a level of consistency that never once lets downMaintaining a high level of suspense is what makes the heist sequence tick to perfection The director achieves suspense in the heist sequence that's rarely equaled in most robbery scenes from heist films Jean Servais and the rest of the main actors contribute to the suspense with some low key acting Getting suspense put in a scene is a task few are capable of doing The robbery sequence of Rififi(1955) reaches a Hitchcockian level of suspense and tensionMany filmmakers from the years following Du Rififi Chez Les Hommes(1955) have been influenced if not inspired by it One filmmaker influenced was Jean Pierre Melville(original choice for director of Rififi)who used variations of the heist sequence in Le Doulos(1961), and Le Cercle Rouge(1970) Another filmmaker influenced was Stanley Kubrick who made a similarly themed film in The Killing(1956) Also, Quentin Tarantino whose debut feature Reservoir Dogs(1992) was inspired by this film Other film directors influenced are John Woo, Michael Mann, Paul Schrader, Ringo Lam, etcDu Rififi Chez Les Hommes(1955) is comparable to Bob le Flambeur(1955) in many ways One, Jules Dassin and Jean Pierre Melville directed groundbreaking films in Rififi(1955) and Bob le Flambeur(1955) Two, each film involves an aging criminal who plans and carries out a daring heist Three, Bob le Flambeur and Rififi finishes in fatalistic fashion Four, each film shares many motifs and situations that classify the two as film greatsPart of Rififi's charm are the colorful characters that surround the story such as Tony le Stephanois, Jo le Suedois, Mario Farrati, and Cesar le Milanais Most of the violence is implicit yet effectively brutal The main characters led by Tony le Stephanois abide by a strong outdated code of honor that is remindful of Sam Peckinpah and John Woo Jean Servais becomes the role of Tony le Stephanois with his cynical outlook and tired looks Du Rififi Chez Les Hommes/Rififi(1955) became a favorite of mine the moment I saw it on the big screen from beginning to end",positive,es,861,IMDB
R1065,"Sobre la base de la misma pareja de Neil Simons, la pareja extraña cuenta la historia de los mejores amigos Félix Unger (Jack Lemmon) y Oscar Madison (Walter Matthau) que terminan compartiendo el almohadilla de licenciatura masiva de Oscars después de que Félix intenta matarse. Tenía una gran fila. Con su esposa sobre sus obsesivas especinas de limpieza compulsiva y fobias extrañas y le envía un telegrama suicida. Ella llama a Oscar y le permite saber lo que sucedió. Felix aparece en Oscar's durante su juego de póquer semanal con sus amigos Vinnie (John Fielder) Murray el policía. (Herbert Edelman) Roy (David Sheiner) y la velocidad (Larry Haines). Después de un poco de histérica división, acordó que Félix se quedará con Oscar. El resto de los centros de cine sobre cómo estos dos son personajes tan completamente diferentes. Si Oscar puede soportar los hábitos y limpieza verdaderamente extraños y únicos de Félix, y si Félix puede soportar que el Oscar sea un sleb y su actitud relajada hacia todo. Realmente una película sobre dos opuestos completos que viven juntos y las alegrías, altos, mínimos y la necesidad del regalo que es la amistad. Con gran actuación de un guión inteligente y muy divertido y el Great Monica Evans y Carole Shelley como las hermanas de las palomas británicas que Oscar invita a Pasado por una fecha doble. Esto está garantizado para hacer que se ríe cada línea no tiene precio que no tiene precio y Jack y Walter son fantásticos con una gran química. También se convirtió en una serie de televisión exitosa e igualmente divertida con Jack Klugman como Oscar y Tony Randall como Félix.",positive,es,276,IMDB
R1066,"Los muchos otros comentarios sobre la película lo dicen todo, al igual que agregarlo que le mostramos la semana pasada en alrededor de los 30 en nuestro cine comunitario, y obtuvo una puntuación promedio general de 8.6. El 100% lo recomendamos, entonces, para las audiencias de hoy, especialmente si pueden verla en una pantalla de cine real, y pueden hablar de ello con otros después, como lo hizo nuestro público. El Poder Power de las actuaciones de actuación por el conjunto. Troupe fue increíble y bastante fascinante. Por supuesto, Finney y Courtenay fueron verdaderamente las estrellas. Pero todos fueron bienvenidos bien. Para nuestra audiencia de la tarde, la mayoría de los cuales son ""adultos mayores"", el hecho de que la trama podría seguirse con tanta facilidad debido a la claridad del habla y el maravilloso uso no técnico de la cámara y el sonido fue una gran influencia, muchos de ellos Dicho, para ver una muy buena película que es británica: aún no está fechada por veinte años: no se llena llena de sangre y agallas: no confundiendo debido a las tomas de la cámara Bob-sobre-Sobre todo, y hacia atrás a través del tiempo. Líneas de la historia: No hay escenas de sexo fértil. Tales puntos de vista incluso fueron pronunciados por algunos que eran más jóvenes.",positive,es,217,IMDB
R1067,"Esta película se queda del momento auto indulgente al momento auto indulgente, prometiendo convertirse en algo que vale la pena.Pero no lo hace.Es plano, consciente de sí mismo, unimaginativo y tedioso. Una serie de imágenes y teles de fondo no hacen una película, hacen un calendario.Este tipo de documental de pseudo drama lamentable ("""" Es cierto que realmente sucedió "") no solo no solo se entretiene, no se convence, por lo que ni siquiera funciona como historia social.Los clichés co-mezclados con malas actuaciones hacen que esta una película sea muy difícil de terminar, el factor de diversión desgastando bastante rápido.Los personajes son un dimensional, nunca se desarrollan en la medida en que uno lo siente.El ego del director es el personaje más grande de esta película.",negative,es,126,IMDB
R1068,"Going into this movie you know that this is movie has six lab technicians in a sealed lab with an invisible maniac. So right away you're guessing who will live and who will die. The survivors end up being exactly who you'd expect them to be, so no points for plot twists there.And if you're not sure if this is a B-movie or a movie that just happens to take place in a lab with an engaging story, William Devane plays a part: instant B-movie status.The movie is promising in the beginning. At the lab we are introduced to the invisible gorilla who is becoming increasingly violent. Oooh, foreboding. The best scene in the whole movie is when the lab team makes the gorilla visible again. Great special effects. Same thing when they make Bacon invisible.There are a couple of bare breasts, a really lame dirty joke and enough out of place swearing to give this movie an R-rating that it really didn't need.For a thriller there weren't really any surprises, except when Shue makes like MacGyver in the freezer, which is more of a 'Whaaaa?' OK, there is one surprise. That's when Caine (Bacon) comes back one last time in the elevator shaft. It was a surprise but only because you're yelling at TV, 'Noooo! You're dead already! End the movie!' Speaking of yelling at the TV,that's all I did for the last 25 minutes or so. 'Put on your f#@%ing goggles!' Instead of putting their infrared goggles on so that they can see him, they try every other trick in the book (fire extinguishers, sprinkler systems...).The story really lost it at the end. But the special effects were good; that's the only reason I give it a 2/10.",negative,en,290,IMDB
R1069,"Most critics seem to have dismissed this film, like so many other Charles Bronson vehicles, as just another patchwork of mindless violence. And while there is a fair amount of mayhem, DEATH WISH 3 is not that awful of an effort, particularly for fans of the series and its star.This time out, aging Charlie's Paul Kersey is let loose by a police chief desperate to clean up a rough part of New York City. The trigger-happy vigilante moves into the heart of gang territory, where he once again becomes a one-man army in an urban war of good versus evil. Bronson, at least the ""older"" version, is truly at his best.I'm not saying DEATH WISH 3 is a classic. Indeed to the discriminating eye it has a plethora of imperfections. The characters are generally made of cardboard. The violence is over the top. A man well into his 60s outruns and outspooks dozens of young punks. But in the tradition of the original DEATH WISH and later films such as FALLING DOWN with Michael Douglas, it has a definite crowd-pleasing charm. Who doesn't want to see gangbangers get their due? There are also some great cheesy moments and one-liners so common in 1980s films. When a tenant of his apartment building sees Kersey setting up a booby trap, for instance, the vigilante lightheartedly says he's ""thinning the herd."" A line only Bronson can truly make work.So you see, the key to enjoying DEATH WISH 3 is to accept it for what it is. It ain't Spielberg and it ain't art. So throw the popcorn in the microwave and have fun with it.",positive,en,272,IMDB
R1070,"I thought it was an extremely clever film. I was very pleased with it and truly couldn't' ask for more. I actually own the film because I didn't return it to someone... Which I should do, but I really want to keep it due to how much I enjoyed it. Also, the fact I don't own too many foreign films and this is a first. Now, I personally love Finnish stuff so, that definitely added to how much I enjoyed it. But overall, its worth watching. However, if you're not into the whole trying to understand Finnish or read Subtitles bit, then this film is not for you.9/10 for sure.",positive,en,110,IMDB
